project_name,unit_title,price,location,listing_date,property_type,size,bedrooms,bathrooms,rental_period,description,language,keywords,facilities
,"4 Bedroom House for sale in Damansara, Selangor","RM780,000","Damansara, Petaling, Selangor, Malaysia",,House,"2,141 Sqft",4,4,,"This property is a 2,141 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM780,000 (RM363/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Labu, Negeri Sembilan","RM311,000","Labu, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,2,,"This property is a 0 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Labu, Negeri Sembilan. You can buy this house for a base price of RM311,000 ().",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Damansara, Selangor","RM990,000","Damansara, Petaling, Selangor, Malaysia",,House,"3,200 Sqft",4,3,,"This property is a 3,200 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM990,000 (RM309/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM655,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,400 Sqft",4,3,,"This property is a 1,400 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM655,000 (RM467/Sqft).",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Pulai, Johor","RM300,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,080 Sqft",3,3,,"This property is a 1,080 Sqft house with 3 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM300,000 (RM277/Sqft).",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Pulai, Johor","RM340,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"8,288 Sqft",3,2,,"This property is a 8,288 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM340,000 (RM41/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM610,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,540 Sqft",4,3,,"This property is a 1,540 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM610,000 (RM394/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM600,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,260 Sqft",4,3,,"This property is a 1,260 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM600,000 (RM474/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM655,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,400 Sqft",4,3,,"This property is a 1,400 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM655,000 (RM466/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM688,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,606 Sqft",4,4,,"This property is a 1,606 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM688,000 (RM426/Sqft).",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Pulai, Johor","RM380,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,540 Sqft",3,2,,"This property is a 1,540 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM380,000 (RM246/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM850,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"40,009 Sqft",4,3,,"This property is a 40,009 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM850,000 (RM21/Sqft).",en,"Property,Malaysia,For Sale",
,"Condo for sale in Kapar, Selangor","RM265,000","Kapar, Klang, Selangor, Malaysia",,Condo,N/A,,,,"It is located in Kapar, Selangor. You can buy this condo for a base price of RM265,000 ().",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom House for sale in Pulai, Johor","RM550,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,916 Sqft",3,2,,"This property is a 1,916 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM550,000 (RM286/Sqft).",en,"Property,Malaysia,For Sale",Integral Kitchen; Air Conditioning
,"1 Bedroom Condo for sale in Pulai, Johor","RM309,000","Pulai, Johor Bahru, Johor, Malaysia",,Condo,644 Sqft,1,1,,"This property is a 644 Sqft condo with 1 bedroom and 1 bathroom that is available for sale. It is located in Pulai, Johor. You can buy this condo for a base price of RM309,000 (RM478/Sqft).",en,"Property,Malaysia,For Sale",
,"1 Bedroom Condo for sale in Sepang, Selangor","RM200,000","Sepang, Sepang, Selangor, Malaysia",,Condo,"4,951 Sqft",1,1,,"This property is a 4,951 Sqft condo with 1 bedroom and 1 bathroom that is available for sale. It is located in Sepang, Selangor and was completed in Jan 2024. You can buy this condo for a ba...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Damansara, Selangor","RM569,800","Damansara, Petaling, Selangor, Malaysia",,House,"1,578 Sqft",4,3,,"This property is a 1,578 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM569,800 (RM361/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Pulai, Johor","RM385,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,400 Sqft",4,2,,"This property is a 1,400 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM385,000 (RM275/Sqft).",en,"Property,Malaysia,For Sale",Garden Access
,"2 Bedroom Condo for sale in Pulai, Johor","RM348,000","Pulai, Johor Bahru, Johor, Malaysia",,Condo,740 Sqft,2,2,,"This property is a 740 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this condo for a base price of RM348,000 (RM469/Sqft).",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Damansara, Selangor","RM450,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,550 Sqft",3,3,,"This property is a 1,550 Sqft house with 3 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM450,000 (RM290/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom House for sale in Pulai, Johor","RM390,000","Pulai, Johor Bahru, Johor, Malaysia",,House,N/A,3,2,,"This property is a 0 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM390,000 ().",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Pulai, Johor","RM460,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,540 Sqft",3,2,,"This property is a 1,540 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM460,000 (RM298/Sqft).",en,"Property,Malaysia,For Sale",
,"5 Bedroom House for sale in Pulai, Johor","RM1,850,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"8,623 Sqft",5,5,,"This property is a 8,623 Sqft house with 5 bedrooms and 5 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM1,850,000 (RM214/Sqft).",en,"Property,Malaysia,For Sale",Integral Kitchen; Garden Access
,"4 Bedroom Condo for sale in Labu, Negeri Sembilan","RM320,000","Labu, Seremban, Negeri Sembilan, Malaysia",,Condo,N/A,4,3,,"This property is a 0 Sqft condo with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Labu, Negeri Sembilan. You can buy this condo for a base price of RM320,000 ().",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Damansara, Selangor","RM778,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,600 Sqft",4,3,,"This property is a 1,600 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM778,000 (RM485/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"Condo for sale in Batu, Kuala Lumpur","RM589,000","Batu, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,"1,500 Sqft",,,,"It is located in Batu, Kuala Lumpur. You can buy this condo for a base price of RM589,000 (RM393/Sqft).",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"5 Bedroom House for sale in Damansara, Selangor","RM940,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,650 Sqft",5,3,,"This property is a 1,650 Sqft house with 5 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM940,000 (RM568/S...",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Damansara, Selangor","RM230,000","Damansara, Petaling, Selangor, Malaysia",,Condo,500 Sqft,2,2,,"This property is a 500 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM230,000 (RM459/Sqf...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Damansara, Selangor","RM267,000","Damansara, Petaling, Selangor, Malaysia",,Condo,N/A,2,2,,"This property is a 0 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM267,000 ().",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Damansara, Selangor","RM265,000","Damansara, Petaling, Selangor, Malaysia",,Condo,N/A,2,2,,"This property is a 0 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM265,000 ().",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom House for sale in Tebrau, Johor","RM620,000","Tebrau, Johor Bahru, Johor, Malaysia",,House,N/A,3,2,,"This property is a 0 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Tebrau, Johor. You can buy this house for a base price of RM620,000 ().",en,"Property,Malaysia,For Sale",Yard; Garden Access
,"4 Bedroom Condo for sale in Damansara, Selangor","RM1,250,000","Damansara, Petaling, Selangor, Malaysia",,Condo,"1,745 Sqft",4,4,,"This property is a 1,745 Sqft condo with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM1,250,000 (RM714...",en,"Property,Malaysia,For Sale",
,"1 Bedroom Condo for sale in Damansara, Selangor","RM310,000","Damansara, Petaling, Selangor, Malaysia",,Condo,400 Sqft,1,1,,"This property is a 400 Sqft condo with 1 bedroom and 1 bathroom that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM310,000 (RM773/Sqft)...",en,"Property,Malaysia,For Sale",
,"1 Bedroom Condo for sale in Damansara, Selangor","RM530,000","Damansara, Petaling, Selangor, Malaysia",,Condo,600 Sqft,1,1,,"This property is a 600 Sqft condo with 1 bedroom and 1 bathroom that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM530,000 (RM881/Sqft)...",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Damansara, Selangor","RM450,000","Damansara, Petaling, Selangor, Malaysia",,Condo,556 Sqft,2,1,,"This property is a 556 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM450,000 (RM807/Sqft...",en,"Property,Malaysia,For Sale",Air Conditioning
,"2 Bedroom Condo for sale in Damansara, Selangor","RM690,000","Damansara, Petaling, Selangor, Malaysia",,Condo,925 Sqft,2,2,,"This property is a 925 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM690,000 (RM744/Sqf...",en,"Property,Malaysia,For Sale",Air Conditioning
,"2 Bedroom Condo for sale in Damansara, Selangor","RM240,000","Damansara, Petaling, Selangor, Malaysia",,Condo,548 Sqft,2,2,,"This property is a 548 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM240,000 (RM437/Sqf...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Damansara, Selangor","RM280,000","Damansara, Petaling, Selangor, Malaysia",,Condo,750 Sqft,2,2,,"This property is a 750 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM280,000 (RM372/Sqf...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Condo for sale in Damansara, Selangor","RM718,800","Damansara, Petaling, Selangor, Malaysia",,Condo,928 Sqft,3,2,,"This property is a 928 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM718,800 (RM775/Sqf...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"6 Bedroom House for sale in Damansara, Selangor","RM2,150,000","Damansara, Petaling, Selangor, Malaysia",,House,"4,950 Sqft",6,7,,"This property is a 4,950 Sqft house with 6 bedrooms and 7 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM2,150,000 (RM433...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Condo for sale in Damansara, Selangor","RM300,000","Damansara, Petaling, Selangor, Malaysia",,Condo,"10,764 Sqft",3,2,,"This property is a 10,764 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor and was completed in Jan 2025. You can buy this condo fo...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Rooftop Garden
,"6 Bedroom House for sale in Pulai, Johor","RM828,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"34,445 Sqft",6,5,,"This property is a 34,445 Sqft house with 6 bedrooms and 5 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM828,000 (RM24/Sqft).",en,"Property,Malaysia,For Sale",Garden Access
,"3 Bedroom House for sale in Labu, Negeri Sembilan","RM312,000","Labu, Seremban, Negeri Sembilan, Malaysia",,House,N/A,3,2,,"This property is a 0 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Labu, Negeri Sembilan. You can buy this house for a base price of RM312,000 ().",en,"Property,Malaysia,For Sale",Fireplace; Heating; Water
,"6 Bedroom House for sale in Damansara, Selangor","RM2,100,000","Damansara, Petaling, Selangor, Malaysia",,House,"5,297 Sqft",6,6,,"This property is a 5,297 Sqft house with 6 bedrooms and 6 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM2,100,000 (RM395...",en,"Property,Malaysia,For Sale",
,"6 Bedroom House for sale in Damansara, Selangor","RM2,400,000","Damansara, Petaling, Selangor, Malaysia",,House,"4,800 Sqft",6,6,,"This property is a 4,800 Sqft house with 6 bedrooms and 6 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM2,400,000 (RM499...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Condo for sale in Damansara, Selangor","RM717,800","Damansara, Petaling, Selangor, Malaysia",,Condo,930 Sqft,3,2,,"This property is a 930 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM717,800 (RM770/Sqf...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"6 Bedroom House for sale in Damansara, Selangor","RM1,100,000","Damansara, Petaling, Selangor, Malaysia",,House,"2,850 Sqft",6,6,,"This property is a 2,850 Sqft house with 6 bedrooms and 6 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM1,100,000 (RM385...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM638,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"19,375 Sqft",4,4,,"This property is a 19,375 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM638,000 (RM33/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM620,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"15,069 Sqft",4,3,,"This property is a 15,069 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM620,000 (RM41/Sqft).",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Pulai, Johor","RM699,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"17,287 Sqft",4,4,,"This property is a 17,287 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM699,000 (RM40/Sqft).",en,"Property,Malaysia,For Sale",
,"3 Bedroom Apartment for sale in Pulai, Johor","RM308,000","Pulai, Johor Bahru, Johor, Malaysia",,Apartment,"11,399 Sqft",3,2,,"This property is a 11,399 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this apartment for a base price of RM308,000 (RM27/...",en,"Property,Malaysia,For Sale",Balcony
,"3 Bedroom Apartment for sale in Pulai, Johor","RM300,000","Pulai, Johor Bahru, Johor, Malaysia",,Apartment,"1,032 Sqft",3,2,,"This property is a 1,032 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this apartment for a base price of RM...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Apartment for sale in Pulai, Johor","RM260,000","Pulai, Johor Bahru, Johor, Malaysia",,Apartment,N/A,3,2,,"This property is a 0 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this apartment for a base price of RM260,000 ().",en,"Property,Malaysia,For Sale",
,"5 Bedroom House for sale in Damansara, Selangor","RM1,700,000","Damansara, Petaling, Selangor, Malaysia",,House,N/A,5,6,,"This property is a 0 Sqft house with 5 bedrooms and 6 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM1,700...",en,"Property,Malaysia,For Sale",Air Conditioning
,"6 Bedroom House for sale in Damansara, Selangor","RM2,000,000","Damansara, Petaling, Selangor, Malaysia",,House,"3,200 Sqft",6,6,,"This property is a 3,200 Sqft house with 6 bedrooms and 6 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM2,000,000 (RM625...",en,"Property,Malaysia,For Sale",Garden Access
,"5 Bedroom House for sale in Labu, Negeri Sembilan","RM591,800","Labu, Seremban, Negeri Sembilan, Malaysia",,House,N/A,5,4,,"This property is a 0 Sqft house with 5 bedrooms and 4 bathrooms that is available for sale. It is located in Labu, Negeri Sembilan. You can buy this house for a base price of RM591,800 ().",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"Condo for sale in Dengkil, Selangor","RM230,000","Dengkil, Sepang, Selangor, Malaysia",,Condo,450 Sqft,,,,"It is located in Dengkil, Selangor. You can buy this condo for a base price of RM230,000 (RM509/Sqft).",en,"Property,Malaysia,For Sale",Air Conditioning
,"1 Bedroom Condo for sale in Damansara, Selangor","RM580,000","Damansara, Petaling, Selangor, Malaysia",,Condo,"6,458 Sqft",1,1,,"This property is a 6,458 Sqft condo with 1 bedroom and 1 bathroom that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM580,000 (RM90/Sqft...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Condo for sale in Damansara, Selangor","RM430,000","Damansara, Petaling, Selangor, Malaysia",,Condo,"11,194 Sqft",3,2,,"This property is a 11,194 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM430,000 (RM38/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Damansara, Selangor","RM250,000","Damansara, Petaling, Selangor, Malaysia",,Condo,500 Sqft,2,2,,"This property is a 500 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM250,000 (RM498/Sqf...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"8 Bedroom House for sale in Damansara, Selangor","RM2,500,000","Damansara, Petaling, Selangor, Malaysia",,House,"6,936 Sqft",8,7,,"This property is a 6,936 Sqft house with 8 bedrooms and 7 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM2,500,000 (RM359...",en,"Property,Malaysia,For Sale",
,"Condo for sale in Batu, Kuala Lumpur","RM950,000","Batu, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,N/A,,,,"It is located in Batu, Kuala Lumpur. You can buy this condo for a base price of RM950,000 ().",en,"Property,Malaysia,For Sale",
,"Condo for sale in Batu, Kuala Lumpur","RM377,000","Batu, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,N/A,,,,"It is located in Batu, Kuala Lumpur. You can buy this condo for a base price of RM377,000 ().",en,"Property,Malaysia,For Sale",
,"Land for sale in Damansara, Selangor","RM2,900,000","Damansara, Petaling, Selangor, Malaysia",,Land,"23,078 Sqft",,,,"This property is a 23,078 Sqft land plot that is available for sale. It is located in Damansara, Selangor. You can buy this land for a base price of RM2,900,000 (RM126/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM618,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,540 Sqft",4,3,,"This property is a 1,540 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM618,000 (RM400/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM578,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"13,993 Sqft",4,3,,"This property is a 13,993 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM578,000 (RM41/Sqft).",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Condo for sale in Damansara, Selangor","RM418,000","Damansara, Petaling, Selangor, Malaysia",,Condo,"1,157 Sqft",3,2,,"This property is a 1,157 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM418,000 (RM360/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM370,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,680 Sqft",4,3,,"This property is a 1,680 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM370,000 (RM220/S...",en,"Property,Malaysia,For Sale",
,"5 Bedroom Condo for sale in Damansara, Selangor","RM3,300,000","Damansara, Petaling, Selangor, Malaysia",,Condo,N/A,5,6,,"This property is a 0 Sqft condo with 5 bedrooms and 6 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM3,300...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM828,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,600 Sqft",4,4,,"This property is a 1,600 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM828,000 (RM516/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"Apartment for sale in Sungai Buloh, Selangor","RM300,000","Sungai Buloh, Petaling, Selangor, Malaysia",,Apartment,N/A,,,,"It is located in Sungai Buloh, Selangor. You can buy this apartment for a base price of RM300,000 ().",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"Condo for sale in Sungai Buloh, Selangor","RM320,000","Sungai Buloh, Petaling, Selangor, Malaysia",,Condo,N/A,,,,"It is located in Sungai Buloh, Selangor. You can buy this condo for a base price of RM320,000 ().",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM675,000","Damansara, Petaling, Selangor, Malaysia",,House,"2,206 Sqft",4,3,,"This property is a 2,206 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM675,000 (RM305/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM430,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,400 Sqft",4,3,,"This property is a 1,400 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM430,000 (RM306/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom Condo for sale in Petaling, Selangor","RM399,000","Petaling, Petaling, Selangor, Malaysia",,Condo,"1,195 Sqft",4,2,,"This property is a 1,195 Sqft condo with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Petaling, Selangor and was completed in Jan 2026. You can buy this condo for...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"7 Bedroom House for sale in Damansara, Selangor","RM2,400,000","Damansara, Petaling, Selangor, Malaysia",,House,"2,879 Sqft",7,8,,"This property is a 2,879 Sqft house with 7 bedrooms and 8 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM2,400,000 (RM831...",en,"Property,Malaysia,For Sale",Air Conditioning
,"4 Bedroom Condo for sale in Petaling, Selangor","RM399,000","Petaling, Petaling, Selangor, Malaysia",,Condo,"1,399 Sqft",4,3,,"This property is a 1,399 Sqft condo with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Petaling, Selangor and was completed in Jan 2024. You can buy this condo for...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"3 Bedroom Apartment for sale in Pulai, Johor","RM328,000","Pulai, Johor Bahru, Johor, Malaysia",,Apartment,"1,184 Sqft",3,2,,"This property is a 1,184 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this apartment for a base price of RM328,000 (RM276/...",en,"Property,Malaysia,For Sale",
,"5 Bedroom House for sale in Sungai Buloh, Selangor","RM1,012,080","Sungai Buloh, Petaling, Selangor, Malaysia",,House,N/A,5,5,,"This property is a 0 Sqft house with 5 bedrooms and 5 bathrooms that is available for sale. It is located in Sungai Buloh, Selangor. You can buy this house for a base price of RM1,012,080 ().",en,"Property,Malaysia,For Sale",Office; Jacuzzi; Garden Access
,"2 Bedroom Condo for sale in Petaling, Selangor","RM225,000","Petaling, Petaling, Selangor, Malaysia",,Condo,"5,382 Sqft",2,1,,"This property is a 5,382 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Petaling, Selangor. You can buy this condo for a base price of RM225,000 (RM42/Sqft...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"1 Bedroom Condo for sale in Dengkil, Selangor","RM199,999","Dengkil, Sepang, Selangor, Malaysia",,Condo,N/A,1,1,,"This property is a 0 Sqft condo with 1 bedroom and 1 bathroom that is available for sale. It is located in Dengkil, Selangor. You can buy this condo for a base price of RM199,999 ().",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
